Step, Time, PreyPop, PredPop, MutantPop, PreyInCaptureRange, PreyInCaptureRangeQuesting, PreyInCaptureRangeHandling, PreyConsumed, PredHandling, Polarization, Crowding, CrowdingQuesting, CrowdingHandling, CollectivePred, CollectivePrey
27050,2705.288,403,95,0,251,215,36,1,15,0.9129107,9.768421,9.825,9.466666,True,False
27100,2710.293,445,89,0,327,269,58,0,16,0.8983719,8.41573,8.410959,8.4375,True,False
27150,2715.298,494,86,0,283,222,61,0,17,0.8540084,7.651163,7.710145,7.411765,True,False
27200,2720.303,548,80,0,247,187,60,0,19,0.837767,6.9,6.885246,6.947369,True,False
27250,2725.308,591,80,0,425,315,110,1,21,0.8064854,6.5125,6.898305,5.428571,True,False
27300,2730.313,671,78,0,311,228,83,0,19,0.8106225,6.435897,6.661017,5.736842,True,False
27350,2735.318,745,72,0,446,352,94,1,14,0.7655042,5.722222,5.931035,4.857143,True,False
27400,2740.323,824,77,0,509,374,135,0,21,0.8075393,6.857143,7.178571,6,True,False
27450,2745.327,919,74,0,437,294,143,0,23,0.8617305,6.513514,6.156863,7.304348,True,False
27500,2750.332,1009,80,0,636,443,193,0,24,0.9065524,7.75,7.339286,8.708333,True,False
27550,2755.337,1120,86,0,587,453,134,1,19,0.8409863,8,7.38806,10.1579,True,False
27600,2760.342,1231,89,0,838,623,215,1,25,0.8294217,8.247191,7.90625,9.12,True,False
27650,2765.347,1356,97,0,986,674,312,0,30,0.8187301,8.309278,8.761194,7.3,True,False
27700,2770.352,1481,101,0,881,561,320,0,36,0.8064764,10.55446,10.64615,10.38889,True,False
27750,2775.357,1618,103,0,1108,680,428,1,39,0.7290578,10.66019,10.71875,10.5641,True,False
27800,2780.362,1789,113,0,1450,798,652,1,50,0.70454,10.69027,9.619047,12.04,True,False
27850,2785.366,1924,123,0,1664,838,826,1,61,0.7633991,10.73171,11.77419,9.672132,True,False
27900,2790.371,2092,126,0,1834,942,892,1,60,0.7425144,9.507936,9.924242,9.05,True,False
27950,2795.376,2255,148,0,2390,1197,1193,3,75,0.8354283,11.4527,11.08219,11.81333,True,False
28000,2800.381,2405,167,0,2968,1637,1331,3,75,0.7821538,10.72455,10,11.61333,True,False
28050,2805.386,2533,183,0,3030,1489,1541,1,92,0.8012164,10.24044,9.164835,11.30435,True,False
28100,2810.391,2651,206,0,3927,1782,2145,4,115,0.7885709,10.85437,10,11.53043,True,False
28150,2815.396,2800,210,0,4178,1698,2480,5,120,0.8531023,11.9619,11.52222,12.29167,True,False
28200,2820.401,2938,242,0,5303,1903,3400,4,150,0.8212743,12.42562,11.67391,12.88667,True,False
28250,2825.406,3037,268,0,5466,2360,3106,4,149,0.7946253,11.75,12.42857,11.20805,True,False
28300,2830.41,3132,304,0,6791,3052,3739,6,163,0.7541206,10.98684,10.92199,11.04294,True,False
28350,2835.415,3197,324,0,7197,2962,4235,10,189,0.806338,11.28704,11.98519,10.78836,True,False
28400,2840.42,3256,358,0,8797,3648,5149,5,211,0.7947479,11.30447,11.32653,11.2891,True,False
28450,2845.425,3268,383,0,9077,3832,5245,7,224,0.8313041,11.03916,10.58491,11.36161,True,False
28500,2850.43,3253,422,0,9910,3780,6130,7,264,0.8025643,11.54265,11.31646,11.67803,True,False
28550,2855.435,3248,487,0,11474,4550,6924,11,292,0.747842,11.8501,11.44615,12.11986,True,False
28600,2860.44,3174,548,0,12168,5018,7150,10,327,0.7700092,13.4781,13.19457,13.66972,True,False
28650,2865.445,3043,614,0,12978,5034,7944,9,380,0.7849981,13.83388,12.86752,14.42895,True,False
28700,2870.449,2913,673,0,13948,5985,7963,9,390,0.8179756,16.12927,17.27562,15.29744,True,False
28750,2875.454,2753,749,0,13943,6200,7743,5,414,0.8242318,17.58344,18.26567,17.0314,True,False
28800,2880.459,2559,809,0,14561,6648,7913,14,437,0.7943096,15.82077,15.33065,16.23799,True,False
28850,2885.464,2347,851,0,14096,6549,7547,14,451,0.7614139,16.93067,16.2675,17.51885,True,False
28900,2890.469,2120,892,0,13185,6579,6606,11,447,0.7979691,18.74327,18.08539,19.39821,True,False
28950,2895.474,1893,890,0,10435,5400,5035,8,418,0.8421525,18.14719,18.34534,17.92344,True,False
29000,2900.479,1689,918,0,10632,6006,4626,6,403,0.8486655,14.90087,15.21942,14.4938,True,False
29050,2905.484,1454,957,0,9890,5781,4109,8,393,0.8390318,16.80878,16.9078,16.66667,True,False
29100,2910.489,1197,974,0,8529,5129,3400,12,382,0.8651352,15.45483,15.19257,15.86126,True,False
29150,2915.493,966,978,0,6353,4106,2247,7,341,0.8589997,17.47137,17.86342,16.739,True,False
29200,2920.498,798,959,0,4954,3407,1547,4,302,0.8988479,17.45151,17.52359,17.2947,True,False
29250,2925.503,646,923,0,3939,2912,1027,14,228,0.9117523,17.5688,17.52374,17.70614,True,False
29300,2930.508,545,876,0,3037,2260,777,3,218,0.9104187,17.97717,17.94225,18.08257,True,False
29350,2935.513,462,839,0,2442,1944,498,2,173,0.9306809,17.49583,17.44895,17.6763,True,False
29400,2940.518,409,788,0,2145,1808,337,4,123,0.9408194,17.86548,17.90075,17.6748,True,False
29450,2945.523,343,759,0,1483,1288,195,3,107,0.9406589,16.29644,16.21319,16.80374,True,False
29500,2950.528,311,698,0,1571,1369,202,1,89,0.9400977,15.65043,15.62069,15.85393,True,False
29550,2955.532,260,659,0,1210,1032,178,1,83,0.9157133,16.25645,16.32118,15.80723,True,False
29600,2960.537,229,620,0,1010,912,98,4,57,0.9181129,17.40968,17.27353,18.75439,True,False
29650,2965.542,208,580,0,743,666,77,1,60,0.9298063,15.10172,15.29038,13.46667,True,False
29700,2970.547,179,543,0,606,564,42,1,46,0.9366027,16.4733,16.55131,15.63043,True,False
29750,2975.552,165,499,0,519,474,45,0,46,0.9424589,16.40882,16.4989,15.52174,True,False
29800,2980.557,150,473,0,412,370,42,1,44,0.9391882,16.98309,17.00233,16.79545,True,False
29850,2985.562,148,438,0,393,368,25,0,31,0.9300388,17.78082,17.80098,17.51613,True,False
29900,2990.567,139,402,0,356,334,22,0,20,0.9303163,16.9204,16.98429,15.7,True,False
29950,2995.572,135,373,0,300,279,21,0,25,0.9300866,17.60858,17.61782,17.48,True,False
30000,3000.576,132,347,0,315,286,29,1,23,0.9299343,18.70317,18.46605,22.04348,True,False
30050,3005.581,136,323,0,272,250,22,1,22,0.9079207,15.7709,15.7608,15.90909,True,False
30100,3010.586,133,298,0,235,220,15,1,15,0.9051884,15.69799,15.69258,15.8,True,False
30150,3015.591,143,267,0,135,124,11,0,13,0.9089143,17.88764,18.12992,13.15385,True,False
30200,3020.596,152,245,0,188,185,3,0,6,0.9345472,14.2449,14.24268,14.33333,True,False
30250,3025.601,171,231,0,135,127,8,0,14,0.9395314,13.83983,13.83871,13.85714,True,False
30300,3030.606,184,223,0,268,249,19,1,20,0.9425059,13.52466,13.61084,12.65,True,False
30350,3035.611,184,211,0,353,309,44,1,22,0.9619332,12.80095,13.00529,11.04545,True,False
30400,3040.615,199,190,0,275,244,31,1,14,0.9637541,11.86842,11.98864,10.35714,True,False
30450,3045.62,207,177,0,165,142,23,0,18,0.9452006,11.71751,11.96226,9.555555,True,False
30500,3050.625,231,156,0,235,212,23,1,14,0.9489023,11.26923,11.58451,8.071428,True,False
30550,3055.63,255,145,0,308,270,38,0,11,0.9455272,13.45517,13.3806,14.36364,True,False
30600,3060.635,283,133,0,197,182,15,1,10,0.9512411,11.56391,11.55285,11.7,True,False
30650,3065.64,301,126,0,282,250,32,0,14,0.9381627,10.84127,10.8125,11.07143,True,False
30700,3070.645,332,116,0,302,263,39,0,15,0.9499704,9.568966,9.60396,9.333333,True,False
30750,3075.65,358,109,0,251,213,38,0,20,0.8879414,8.733945,9.191011,6.7,True,False
30800,3080.655,412,98,0,309,276,33,0,14,0.9142088,7.795918,7.595238,9,True,False
30850,3085.659,462,92,0,253,216,37,0,15,0.895053,8.347826,8.324676,8.466666,True,False
30900,3090.664,506,94,0,243,190,53,0,21,0.880203,8.489362,8.219178,9.428572,True,False
30950,3095.669,552,89,0,298,240,58,1,17,0.8811107,8.438202,8.763889,7.058824,True,False
31000,3100.674,598,87,0,313,257,56,1,15,0.8712384,7.816092,8.388889,5.066667,True,False
31050,3105.679,661,91,0,345,286,59,0,15,0.8505545,7.978022,8.052631,7.6,True,False
31100,3110.684,729,89,0,411,316,95,3,16,0.8196761,7.35955,6.712329,10.3125,True,False
31150,3115.689,806,89,0,483,391,92,0,18,0.7552178,8.11236,7.971831,8.666667,True,False
31200,3120.694,900,79,0,442,344,98,0,17,0.7944711,7.518987,7.709677,6.823529,True,False
31250,3125.698,1032,77,0,552,415,137,0,20,0.7607825,7.272727,7.578948,6.4,True,False
31300,3130.703,1129,75,0,593,362,231,0,29,0.7319567,7.306667,7.652174,6.758621,True,False
31350,3135.708,1250,82,0,794,454,340,0,36,0.6596479,7.378049,6.934783,7.944445,True,False
31400,3140.713,1377,80,0,756,428,328,1,32,0.6316078,7.9,8.354167,7.21875,True,False
31450,3145.718,1496,85,0,801,464,337,0,37,0.6019912,6.964706,6.979167,6.945946,True,False
31500,3150.723,1668,80,0,785,414,371,0,40,0.6439823,7.5,7.725,7.275,True,False
31550,3155.728,1840,81,0,1024,523,501,2,35,0.6216863,8.444445,8.869565,7.885714,True,False
31600,3160.733,2013,89,0,1130,645,485,2,43,0.6416225,7.617978,7.76087,7.465117,True,False
31650,3165.738,2206,94,0,1524,674,850,1,54,0.7503771,9.702127,9.375,9.944445,True,False
31700,3170.742,2395,101,0,1662,791,871,1,53,0.721157,8.277227,8.145833,8.396227,True,False
31750,3175.747,2570,112,0,1972,826,1146,3,63,0.7092502,8.196428,8.061225,8.301587,True,False
31800,3180.752,2777,115,0,2116,1108,1008,1,55,0.6568608,8.382608,7.816667,9,True,False
31850,3185.757,2946,122,0,2350,1152,1198,2,61,0.7389389,9.106558,8.868853,9.344262,True,False
31900,3190.762,3147,142,0,3136,1403,1733,1,78,0.7017112,10.38028,10.09375,10.61539,True,False
31950,3195.767,3343,152,0,3753,1624,2129,1,85,0.6581351,9.486842,10.1194,8.988235,True,False
32000,3200.772,3520,165,0,3958,1637,2321,0,98,0.5602173,8.993939,9.447762,8.683674,True,False
32050,3205.777,3697,177,0,4689,1748,2941,4,109,0.5966871,9.485876,8.867647,9.87156,True,False
32100,3210.781,3836,209,0,5457,1872,3585,3,138,0.6495391,10.69378,10.23944,10.92754,True,False
32150,3215.786,3996,238,0,6967,2507,4460,3,154,0.6663274,10.2479,9.976191,10.3961,True,False
32200,3220.791,4135,266,0,7926,3351,4575,2,155,0.7278348,11.01504,10.22523,11.58065,True,False
32250,3225.796,4178,308,0,9158,3575,5583,3,192,0.6647543,10.2013,10.23276,10.18229,True,False
32300,3230.801,4197,365,0,10554,3564,6990,5,241,0.7552198,12.62466,12.50806,12.68465,True,False
32350,3235.806,4219,408,0,12832,4936,7896,9,255,0.721631,11.92647,12.47712,11.59608,True,False
32400,3240.811,4148,465,0,13750,5052,8698,8,295,0.7836973,12.86452,13.75294,12.35254,True,False
32450,3245.816,4046,525,0,14988,5588,9400,7,326,0.8028978,11.64762,11.1608,11.94479,True,False
32500,3250.821,3862,624,0,17210,6261,10949,11,389,0.7925661,12.09455,11.80426,12.26992,True,False
32550,3255.825,3671,718,0,19159,7866,11293,9,428,0.760772,15.3454,14.48621,15.92757,True,False
32600,3260.83,3446,792,0,18615,7664,10951,3,471,0.7734197,15.72727,15.63551,15.78981,True,False
32650,3265.835,3170,876,0,18984,8135,10849,15,498,0.7827177,15.51598,15.63757,15.42369,True,False
32700,3270.84,2782,974,0,19234,8303,10931,17,556,0.7737805,16.74025,16.97847,16.56115,True,False
32750,3275.845,2456,1052,0,18312,8653,9659,12,556,0.8327035,17.62453,18.22379,17.08993,True,False
32800,3280.85,2078,1124,0,16419,8175,8244,10,562,0.859262,16.39947,15.9911,16.80783,True,False
32850,3285.855,1674,1201,0,14426,7857,6569,14,537,0.8721005,18.25062,18.1747,18.34451,True,False
32900,3290.86,1322,1252,0,11230,6652,4578,10,498,0.8626342,17.34984,17.14324,17.66265,True,False
32950,3295.865,1038,1235,0,8174,5492,2682,6,410,0.8942975,19.10283,19.37818,18.54878,True,False
33000,3300.869,791,1218,0,6221,4404,1817,7,327,0.9013788,19.26437,19.2009,19.43731,True,False
33050,3305.874,609,1190,0,4657,3480,1177,7,297,0.9124138,17.88319,17.99104,17.55892,True,False
33100,3310.879,435,1138,0,3080,2370,710,3,254,0.9151888,21.6283,21.86312,20.81102,True,False
33150,3315.884,333,1075,0,2501,2121,380,2,175,0.9193895,17.82884,17.86,17.66857,True,False
33200,3320.889,253,1000,0,1492,1243,249,2,153,0.9212679,19.998,20.08501,19.51634,True,False
33250,3325.894,197,947,0,1065,969,96,0,95,0.9269581,19.04752,19.19366,17.73684,True,False
33300,3330.899,152,871,0,726,676,50,2,60,0.9385826,17.94374,17.92232,18.23333,True,False
33350,3335.904,123,817,0,580,541,39,1,47,0.944038,17.84455,17.81688,18.29787,True,False
33400,3340.908,92,755,0,373,354,19,1,36,0.9308112,17.53378,17.60223,16.16667,True,False
33450,3345.913,87,683,0,334,317,17,0,25,0.9394264,18.35725,18.41793,16.76,True,False
33500,3350.918,81,625,0,236,223,13,0,22,0.9478077,17.3456,17.48922,13.40909,True,False
33550,3355.923,73,576,0,276,266,10,1,15,0.9574926,16.67361,16.68093,16.4,True,False
33600,3360.928,67,528,0,206,202,4,0,15,0.9576424,17.97727,17.90448,20.46667,True,False
33650,3365.933,64,474,0,241,230,11,1,13,0.9562413,17.71519,17.63991,20.38461,True,False
33700,3370.938,65,432,0,252,242,10,0,14,0.9640029,18.53704,18.50239,19.57143,True,False
33750,3375.943,61,402,0,161,156,5,0,13,0.9638375,18.96766,18.99486,18.15385,True,False
33800,3380.948,59,365,0,158,145,13,0,13,0.9728139,15.93973,15.9233,16.38461,True,False
33850,3385.952,49,329,0,93,89,4,0,13,0.9633802,16.21581,16.26266,15.07692,True,False
33900,3390.957,48,295,0,176,170,6,1,9,0.960321,15.6678,15.54895,19.44444,True,False
33950,3395.962,42,267,0,59,57,2,0,8,0.9493507,14.67416,14.70656,13.625,True,False
34000,3400.967,40,241,0,83,82,1,0,8,0.9751213,13.92946,13.90558,14.625,True,False
34050,3405.972,41,212,0,43,40,3,0,9,0.9529093,12.99057,13.03448,12,True,False
34100,3410.977,45,193,0,91,88,3,0,6,0.9686975,14.84974,14.98396,10.66667,True,False
34150,3415.982,50,183,0,36,36,0,0,3,0.978939,14.78142,14.71667,18.66667,True,False
34200,3420.987,57,174,0,75,73,2,0,3,0.9695883,13.97701,13.95906,15,True,False
34250,3425.991,57,157,0,43,43,0,0,2,0.9637908,13.22293,13.28387,8.5,True,False
34300,3430.996,57,146,0,40,38,2,0,4,0.9707847,12.86301,12.94366,10,True,False
34350,3436.001,68,133,0,58,58,0,0,3,0.9631752,11.50376,11.46154,13.33333,True,False
34400,3441.006,76,121,0,30,27,3,0,4,0.9495283,11.95041,11.86325,14.5,True,False
34450,3446.011,86,115,0,44,42,2,0,4,0.9703436,11.75652,11.54054,17.75,True,False
34500,3451.016,93,102,0,41,41,0,0,8,0.9461082,10.84314,10.85106,10.75,True,False
34550,3456.021,110,94,0,65,64,1,0,3,0.9261886,10.14894,9.956044,16,True,False
34600,3461.026,119,86,0,61,55,6,0,8,0.9380488,10.37209,10.35897,10.5,True,False
34650,3466.031,130,74,0,70,67,3,1,4,0.9609774,8.72973,8.414286,14.25,True,False
34700,3471.035,146,72,0,116,104,12,0,7,0.9836952,8.833333,8.769231,9.428572,True,False
34750,3476.04,156,67,0,115,102,13,0,8,0.958236,7.671642,7.79661,6.75,True,False
34800,3481.045,170,58,0,90,80,10,0,6,0.942203,6.068965,6.019231,6.5,True,False
34850,3486.05,202,54,0,67,57,10,0,7,0.8594016,5.037037,4.765957,6.857143,True,False
34900,3491.055,231,50,0,118,97,21,0,7,0.8462626,5.2,5.186047,5.285714,True,False
34950,3496.06,255,45,0,38,32,6,0,5,0.8714934,5.511111,5.45,6,True,False
35000,3501.065,285,44,0,93,85,8,0,5,0.798992,6.045455,6.230769,4.6,True,False
35050,3506.07,310,46,0,52,37,15,1,11,0.7622206,5.304348,5.257143,5.454545,True,False
35100,3511.074,346,40,0,95,76,19,0,9,0.7239519,4.25,4.129032,4.666667,True,False
35150,3516.079,385,37,0,87,66,21,1,11,0.6496559,4.162162,3.692308,5.272727,True,False
35200,3521.084,436,36,0,114,90,24,1,7,0.4656091,5,4.413793,7.428571,True,False
35250,3526.089,494,35,0,127,111,16,1,3,0.2478743,4.914286,5.15625,2.333333,True,False
35300,3531.094,552,31,0,179,148,31,0,6,0.3205125,4.258065,4.36,3.833333,True,False
35350,3536.099,614,33,0,189,142,47,0,8,0.3534444,5.090909,5.16,4.875,True,False
35400,3541.104,688,35,0,168,121,47,0,10,0.2505313,4.742857,4.24,6,True,False
35450,3546.109,775,35,0,196,169,27,0,5,0.2185368,5.028572,4.833333,6.2,True,False
35500,3551.114,881,32,0,215,182,33,0,6,0.2537649,5.125,5.423077,3.833333,True,False
35550,3556.118,987,33,0,205,131,74,0,10,0.2622017,5.272727,5.043478,5.8,True,False
35600,3561.123,1120,33,0,253,117,136,0,17,0.2192103,5.69697,4.75,6.588235,True,False
35650,3566.128,1265,33,0,341,252,89,0,9,0.0140673,5.212121,4.791667,6.333333,True,False
35700,3571.133,1399,40,0,480,180,300,1,24,0.06865654,5.625,4.3125,6.5,True,False
35750,3576.138,1571,40,0,432,165,267,0,24,0.07077672,6.25,4.75,7.25,True,False
35800,3581.143,1735,40,0,547,352,195,1,14,0.2162202,6.35,6.076923,6.857143,True,False
35850,3586.148,1927,49,0,665,267,398,0,29,0.1811247,5.612245,5.85,5.448276,True,False
35900,3591.153,2141,58,0,1013,502,511,1,30,0.09141351,5.965517,4.714286,7.133333,True,False
35950,3596.157,2366,60,0,1104,565,539,2,29,0.4515998,4.5,3.516129,5.551724,True,False
36000,3601.162,2614,66,0,1420,609,811,1,36,0.4493407,6.515152,7.133333,6,True,False
36050,3606.167,2841,69,0,1404,492,912,1,46,0.3149537,6,6.73913,5.630435,True,False
36100,3611.172,3088,75,0,1628,739,889,2,42,0.3470538,5.4,4.727273,5.928571,True,False
36150,3616.177,3335,81,0,2109,915,1194,0,47,0.3520896,6.617284,5.558824,7.382979,True,False
36200,3621.182,3604,82,0,2159,967,1192,1,45,0.1557872,5.707317,6.27027,5.244444,True,False
36250,3626.187,3807,107,0,2936,993,1943,1,71,0.07290034,6.392523,6.083333,6.549296,True,False
36300,3631.192,4031,134,0,3784,1649,2135,2,77,0.3336897,9.61194,8.666667,10.31169,True,False
36350,3636.197,4183,168,0,4679,1835,2844,2,104,0.5213851,11.25595,11.9375,10.83654,True,False
36400,3641.201,4318,208,0,6946,2683,4263,5,128,0.4718597,10.54327,10.8375,10.35938,True,False
36450,3646.206,4377,265,0,8373,3345,5028,9,160,0.5156596,10.36604,9.971429,10.625,True,False
36500,3651.211,4392,309,0,9592,3338,6254,2,204,0.5726423,9.475728,9.276191,9.578431,True,False
36550,3656.216,4385,356,0,11174,3538,7636,10,240,0.7129213,10.07865,10.46552,9.891666,True,False
36600,3661.221,4374,411,0,13248,4384,8864,10,271,0.7493474,10.71533,10.47857,10.83764,True,False
36650,3666.226,4326,453,0,14161,4755,9406,6,301,0.7484033,11.56512,10.6579,12.02326,True,False
36700,3671.231,4273,507,0,16286,5303,10983,4,342,0.8038459,15.03945,15.17576,14.97368,True,False
36750,3676.236,4220,557,0,17089,6130,10959,8,357,0.8187,13.92101,13.425,14.19888,True,False
36800,3681.24,3990,666,0,19209,6249,12960,11,446,0.8244074,13.98649,13.58182,14.1861,True,False
36850,3686.245,3750,775,0,21285,8039,13246,8,485,0.82447,14.60258,14.36552,14.74433,True,False
36900,3691.25,3463,877,0,21402,8303,13099,8,533,0.7860952,15.14253,14.77326,15.38086,True,False
36950,3696.255,3121,947,0,20910,8537,12373,14,558,0.7737008,16.58923,16.37789,16.73656,True,False
37000,3701.26,2800,1022,0,20576,9233,11343,12,562,0.7873097,17.56458,17.30652,17.7758,True,False
37050,3706.265,2422,1092,0,18644,9128,9516,20,556,0.8267748,17.32051,16.92351,17.70324,True,False
37100,3711.27,2016,1195,0,16162,7940,8222,10,605,0.8463039,20.69874,20.75085,20.64793,True,False
37150,3716.275,1635,1214,0,13233,7118,6115,13,563,0.8669128,17.30231,16.80338,17.87922,True,False
37200,3721.28,1309,1255,0,11553,6998,4555,10,493,0.89088,18.31793,18.12467,18.61663,True,False
37250,3726.284,994,1278,0,8524,5767,2757,5,412,0.8902828,18.42175,18.64319,17.95631,True,False
37300,3731.289,750,1272,0,6388,4421,1967,4,383,0.9127836,19.31682,19.57368,18.72063,True,False
37350,3736.294,560,1218,0,4139,3183,956,2,277,0.8941373,20.41708,20.79065,19.14801,True,False
37400,3741.299,424,1170,0,3082,2422,660,1,215,0.8814942,18.78889,18.68691,19.24186,True,False
37450,3746.304,313,1098,0,2208,1886,322,2,160,0.9089255,19.80601,19.78252,19.94375,True,False
37500,3751.309,246,1031,0,1716,1505,211,2,117,0.9110299,19.86615,19.95952,19.13675,True,False
37550,3756.314,193,965,0,1162,1037,125,2,92,0.9295232,19.63212,19.65865,19.38043,True,False
37600,3761.319,167,904,0,780,707,73,0,74,0.9402978,19.5188,19.39157,20.94595,True,False
37650,3766.323,148,837,0,722,675,47,1,45,0.9460258,20.86977,20.9255,19.88889,True,False
37700,3771.328,128,770,0,510,483,27,1,49,0.9531289,18.67273,18.60888,19.61225,True,False
37750,3776.333,114,702,0,364,345,19,1,37,0.9407029,20.7151,20.75338,20.02703,True,False
37800,3781.338,93,648,0,425,407,18,0,35,0.9296051,17.12037,17.27569,14.4,True,False
37850,3786.343,74,590,0,153,146,7,0,26,0.9427509,17.64915,17.61702,18.34615,True,False
37900,3791.348,62,538,0,157,153,4,0,18,0.9587326,19.72862,19.73462,19.55556,True,False
37950,3796.353,64,490,0,86,86,0,0,8,0.9454517,16.71837,16.68672,18.625,True,False
38000,3801.358,63,444,0,93,93,0,0,6,0.9335487,16.89865,16.86758,19.16667,True,False
38050,3806.363,59,403,0,132,131,1,0,5,0.9283452,18.69727,18.66583,21.2,True,False
38100,3811.367,58,362,0,103,102,1,0,5,0.8683513,16.49724,16.51821,15,True,False
38150,3816.372,57,344,0,122,116,6,1,7,0.8681458,20.52035,20.46884,23,True,False
38200,3821.377,60,311,0,78,77,1,0,6,0.862811,17.94534,17.98033,16.16667,True,False
38250,3826.382,60,279,0,185,179,6,0,7,0.8874076,14.27957,14.25735,15.14286,True,False
38300,3831.387,60,259,0,91,88,3,0,9,0.8720637,17.95367,17.776,22.88889,True,False
38350,3836.392,66,237,0,40,40,0,0,8,0.9134434,14.33755,14.24454,17,True,False
38400,3841.397,64,218,0,48,46,2,0,9,0.9285766,16.40367,16.27751,19.33333,True,False
38450,3846.402,62,201,0,51,50,1,0,9,0.9182553,18.33831,18.45833,15.77778,True,False
38500,3851.406,74,181,0,119,115,4,0,4,0.9328339,18.54144,18.51977,19.5,True,False
38550,3856.411,80,174,0,84,83,1,0,4,0.958067,16.02874,15.94118,19.75,True,False
38600,3861.416,83,161,0,50,50,0,0,2,0.9727266,16.28572,16.13208,28.5,True,False
38650,3866.421,95,152,0,162,158,4,1,4,0.9636707,14.80263,14.66216,20,True,False
38700,3871.426,97,140,0,28,28,0,0,6,0.9597626,16.74286,16.51493,21.83333,True,False
38750,3876.431,112,120,0,48,42,6,0,7,0.9531254,15.01667,14.86726,17.42857,True,False
38800,3881.436,136,112,0,58,55,3,0,3,0.944645,14.78571,14.82569,13.33333,True,False
38850,3886.441,152,101,0,111,109,2,1,2,0.9437054,13.88119,13.77778,19,True,False
38900,3891.446,171,94,0,115,113,2,1,4,0.9252356,11.59575,11.62222,11,True,False
38950,3896.45,198,85,0,84,82,2,0,3,0.9441717,10.56471,10.59756,9.666667,True,False
39000,3901.455,221,78,0,61,54,7,0,6,0.9405753,10.4359,10.29167,12.16667,True,False
39050,3906.46,244,73,0,109,105,4,1,4,0.9527001,13.0137,12.85507,15.75,True,False
39100,3911.465,264,68,0,171,154,17,0,6,0.9378853,13.32353,12.82258,18.5,True,False
39150,3916.47,283,66,0,93,82,11,0,7,0.9026601,11.33333,11.37288,11,True,False
39200,3921.475,315,63,0,130,118,12,0,6,0.8400738,12.25397,11.77193,16.83333,True,False
39250,3926.48,355,59,0,134,119,15,0,8,0.8951527,10.84746,10.94118,10.25,True,False
39300,3931.485,407,56,0,173,131,42,0,13,0.8132428,9.857142,10.13953,8.923077,True,False
39350,3936.49,452,54,0,211,148,63,0,15,0.8520814,9.259259,9.589744,8.4,True,False
39400,3941.494,500,50,0,153,113,40,0,12,0.8747067,8.24,8.789474,6.5,True,False
39450,3946.499,573,47,0,158,127,31,0,11,0.7593548,7.617021,7.333333,8.545455,True,False
39500,3951.504,634,44,0,206,142,64,0,14,0.8953004,7.272727,7.5,6.785714,True,False
39550,3956.509,762,40,0,215,175,40,0,9,0.8871499,6.75,6.741935,6.777778,True,False
39600,3961.514,865,37,0,177,138,39,0,8,0.7736009,6.594594,6.689655,6.25,True,False
39650,3966.519,983,36,0,243,157,86,1,10,0.6777217,5.722222,6.076923,4.8,True,False
39700,3971.524,1132,34,0,287,144,143,2,15,0.5700512,5.176471,5.736842,4.466667,True,False
39750,3976.529,1232,32,0,293,129,164,0,19,0.7621241,4.8125,6.692307,3.526316,True,False
39800,3981.533,1377,27,0,243,169,74,0,10,0.734724,5.259259,5.529412,4.8,True,False
39850,3986.538,1549,31,0,361,191,170,0,15,0.4840576,4.451613,5.3125,3.533333,True,False
39900,3991.543,1740,30,0,412,226,186,0,13,0.5988526,4.2,4.294117,4.076923,True,False
39950,3996.548,1938,29,0,445,211,234,1,15,0.5904687,3.724138,3.5,3.933333,True,False
40000,4001.553,2118,33,0,534,261,273,0,19,0.4199542,2.969697,1.928571,3.736842,True,False
40050,4006.558,2360,30,0,543,293,250,0,14,0.2484491,2.4,2.5625,2.214286,True,False
40100,4011.563,2604,34,0,682,230,452,1,21,0.4476859,2.382353,2.461539,2.333333,True,False
40150,4016.568,2861,37,0,926,412,514,0,21,0.4041616,2.486486,2.5625,2.428571,True,False
40200,4021.573,3109,38,0,983,297,686,0,27,0.3869162,3,2.727273,3.111111,True,False
40250,4026.577,3369,40,0,1010,356,654,1,24,0.5383358,2.875,2.3125,3.25,True,False
40300,4031.582,3628,43,0,1197,523,674,0,26,0.3248655,3.255814,3.411765,3.153846,True,False
40350,4036.587,3910,49,0,1407,557,850,0,31,0.4424862,3.591837,3.611111,3.580645,True,False
40400,4041.592,4167,57,0,1893,619,1274,3,35,0.4392443,3.526316,2.363636,4.257143,True,False
40450,4046.597,4402,69,0,2430,1057,1373,3,39,0.3874072,3.753623,3.366667,4.051282,True,False
40500,4051.602,4637,86,0,3014,988,2026,0,60,0.3738954,5.906977,5.346154,6.15,True,False
40550,4056.607,4857,94,0,3472,1131,2341,1,62,0.5680342,6.148936,6.0625,6.193548,True,False
40600,4061.612,5038,107,0,4104,1153,2951,2,75,0.5756472,7.308411,7.25,7.333333,True,False
40650,4066.616,5219,124,0,4962,1717,3245,4,84,0.5204632,8.306452,9.175,7.892857,True,False
40700,4071.621,5361,142,0,5444,1337,4107,0,107,0.523899,8.802817,9.428572,8.598131,True,False
40750,4076.626,5466,168,0,6737,1863,4874,3,122,0.462032,9.273809,9.021739,9.368853,True,False
40800,4081.631,5533,202,0,8098,2029,6069,3,152,0.3159641,8.148515,8.9,7.901316,True,False
40850,4086.636,5582,239,0,9826,3366,6460,2,163,0.3870853,9.606694,9.736842,9.546012,True,False
